settlement_name,osm_relation_id
Sáta,1428542
Sátoraljaújhely,1439147
Sátorhely,575104
Sávoly,1367983
Sé,1131697
Sénye,1359706
Sényő,1447607
Sérsekszőlős,1367864
Sóly,1078649
Sóshartyán,1370502
Sóskút,113460
Sóstófalva,1439556
Sósvertike,575317
Sótony,1131349
Söjtör,1356973
Söpte,1131687
Söréd,1369093
Súr,1027807
Sükösd,1130330
Sülysáp,1385347
Sümeg,1078465
Sümegcsehi,1359791
Sümegprága,1078492
Süttő,1607359
Tab,1367915
Tabajd,1370215
Tabdi,1130364
Tagyon,1078627
Tahitótfalu,216161
Taksony,222341
Taktabáj,1439553
Taktaharkány,1439555
Taktakenéz,1431906
Taktaszada,1439563
Takácsi,1078467
Taliándörögd,1078525
Tamási,1503200
Tanakajd,1131684
Tapolca,1078647
Tapsony,1367842
Tar,1372130
Tarany,1368060
Tarcal,1433790
Tard,1418320
Tardona,1428645
Tardos,1027834
Tarhos,1026212
Tarján,1027820
Tarjánpuszta,1440656
Tarnabod,1418101
Tarnalelesz,1415532
Tarnaméra,1323523
Tarnaszentmiklós,1323515
Tarnaszentmária,1417283
Tarnazsadány,1418102
Tarnaörs,1348114
Tarpa,1452462
Tarrós,575316
Tass,1130388
Taszár,1367911
Tata,1027792
Tatabánya,1027771
Tataháza,1130328
Tatárszentgyörgy,1348145
Tekenye,2132269
Teklafalu,575310
Telekes,1131476
Telekgerendás,1026141
Teleki,1367976
Telki,113476
Telkibánya,1280993
Tengelic,1493091
Tengeri,575307
Tengőd,1368084
Tenk,1323526
Terem,1452114
Tereske,1322029
Teresztenye,1317786
Terpes,1415524
Terény,1370298
Teskánd,1357854
Tetétlen,1405213
Tevel,1501377
Tibolddaróc,1418318
Tiborszállás,1452147
Tihany,1078511
Tikos,1367993
Tilaj,1359603
Timár,1453503
Tinnye,215937
Tiszaadony,1456936
Tiszaalpár,1130379
Tiszabecs,1452436
Tiszabercel,1453515
Tiszabezdéd,1456934
Tiszabura,1325118
Tiszabábolna,1335904
Tiszabő,1325325
Tiszacsege,1418267
Tiszacsermely,1317828
Tiszacsécse,1452431
Tiszadada,1431904
Tiszaderzs,1325121
Tiszadob,1431907
Tiszadorogma,1335905
Tiszaeszlár,1446113
Tiszaföldvár,1607433
Tiszafüred,1335908
Tiszagyenda,1325128
Tiszagyulaháza,1431902
Tiszaigar,1325124
Tiszainoka,1319851
Tiszajenő,1322067
Tiszakanyár,1453527
Tiszakarád,1317354
Tiszakerecseny,1456941
Tiszakeszi,1418295
Tiszakécske,1130370
Tiszakóród,1452445
Tiszakürt,1319850
Tiszaladány,1439565
Tiszalök,1446112
Tiszalúc,1439557
Tiszamogyorós,1456927
Tiszanagyfalu,1447613
Tiszanána,1325117
Tiszapalkonya,1418294
Tiszapüspöki,1273073
Tiszaroff,1325328
Tiszarád,1453514
Tiszasas,1607402
Tiszaszalka,1456919
Tiszaszentimre,1325129
Tiszaszentmárton,1456922
Tiszasziget,1025057
Tiszaszőlős,1325125
Tiszasüly,1325327
Tiszatardos,1431905
Tiszatarján,1418297
Tiszatelek,1453512
Tiszatenyő,1273069
Tiszaug,1130424
Tiszavalk,1335906
Tiszavasvári,1446108
Tiszavid,1456921
Tiszavárkony,1315887
Tiszaörs,1325127
Tiszaújváros,1440871
Tisztaberek,1452427
Tivadar,1452470
Tokaj,1433789
Tokod,1027760
Tokodaltáró,1027797
Tokorcs,1132236
Tolcsva,1432112
Told,1444161
Tolmács,1322030
Tolna,1493767
Tolnanémedi,1403018
Tomajmonostora,1325126
Tomor,1317809
Tompa,1130404
Tompaládony,1131493
Tordas,1370249
Tormafölde,1359841
Tormás,575319
Tormásliget,1131499
Tornabarakony,1317799
Tornakápolna,1317811
Tornanádaska,1317803
Tornaszentandrás,1317781
Tornaszentjakab,1317832
Tornyiszentmiklós,1359844
Tornyosnémeti,1280995
Tornyospálca,1453880
Torony,1131668
Torvaj,1368092
Trizs,1418038
Tunyogmatolcs,1452110
Tura,1607384
Tuzsér,1453874
Tyukod,1456961
Táborfalva,1607389
Tác,1402812
Tákos,1456925
Tállya,1432111
Táp,1440653
Tápióbicske,1330550
Tápiógyörgye,1355332
Tápiószecső,1385343
Tápiószele,1323436
Tápiószentmárton,1330549
Tápiószőlős,1323404
Tápióság,1330552
Táplánszentkereszt,1131695
Tápszentmiklós,1440706
Tárkány,1027765
Tárnok,112434
Tárnokréti,1492748
Táska,1367843
Tát,1027833
Tázlár,1130384
Téglás,1407077
Tékes,575181
Tényő,1440729
Tépe,1443817
Tés,1078533
Tésa,1360849
Tésenfa,575239
Téseny,575223
Tét,1440738
Tóalmás,1385345
Tófalu,1418099
Tófej,1356971
Tófű,575219
Tószeg,1315881
Tótkomlós,1026188
Tótszentgyörgy,575324
Tótszentmárton,1320768
Tótszerdahely,1320767
Tótvázsony,1078531
Tótújfalu,1367923
Tök,215935
Tököl,222331
Töltéstava,1440625
Tömörd,1131440
Tömörkény,1025062
Törtel,1319912
Törökbálint,113462
Törökkoppány,1367854
Törökszentmiklós,1315885
Töttös,575318
Túristvándi,1452448
Túrkeve,1325357
Túrony,575312
Túrricse,1452485
Türje,1359789
Tüskevár,1078553
Udvar,575270
Udvari,1503220
Ugod,1078458
Ukk,1078582
Und,1458352
Uppony,1428548
Ura,1456962
Uraiújfalu,1131401
Uszka,1452477
Uszód,1130393
Uzsa,1078477
Vadna,1428437
Vadosfa,1483304
Vaja,1452130
Vajdácska,1607468
Vajszló,575180
Vajta,1403105
Valkonya,1320825
Valkó,1379825
Vanyarc,1372509
Vanyola,1078506
Varbó,1428679
Varbóc,1317796
Varga,575268
Varsád,1493778
Varsány,1370315
Varászló,1368093
Vasad,1356665
Vasalja,1131465
Vasasszonyfa,1131690
Vasboldogasszony,1357196
Vasegerszeg,1131346
Vashosszúfalu,1131511
Vaskeresztes,1131679
Vaskút,1130320
Vasmegyer,1453513
Vaspör,1357101
Vassurány,1131688
Vasszentmihály,1131415
Vasszilvágy,1131665
Vasszécseny,1131692
Vasvár,1131419
Vaszar,1078438
Vatta,1418317
Vecsés,1385590
Vejti,575177
Vekerd,1444180
Velem,1131567
Velemér,1131366
Velence,1418512
Velény,575364
Vereb,1361443
Veresegyház,1390690
Verpelét,1417282
Verseg,1372514
Versend,575306
Verőce,1440600
Veszkény,1483476
Veszprém,1078442
Veszprémfajsz,1078434
Veszprémgalsa,1078443
Veszprémvarsány,1440705
Vezseny,1319855
Vid,1078450
Vigántpetend,1078554
Villány,575387
Villánykövesd,575343
Vilmány,1280998
Vilonya,1078641
Vilyvitány,1432031
Vindornyafok,1360483
Vindornyalak,1360479
Vindornyaszőlős,1360490
Vinár,1078588
Visegrád,216166
Visnye,1367848
Visonta,1417306
Viss,1432113
Visz,1367874
Viszló,1317763
Visznek,1348117
Viszák,1131430
Vitnyéd,1483465
Vizslás,1372109
Vizsoly,1280984
Vokány,575275
Vonyarcvashegy,1360486
Vác,1440602
Vácduka,1375473
Vácegres,1390689
Váchartyán,1390629
Váckisújfalu,1375465
Vácrátót,1390628
Vácszentlászló,1379824
Vág,1483306
Vágáshuta,1432026
Vál,1370248
Vállaj,1452123
Vállus,1360489
Vámosatya,1456935
Vámoscsalád,1131357
Vámosgyörk,1417489
Vámosmikola,1360853
Vámosoroszi,1452458
Vámospércs,1444233
Vámosszabadi,1492797
Vámosújfalu,1432108
Váncsod,1444151
Várad,575255
Váralja,1501371
Váraszó,1415541
Várbalog,1491424
Várda,1368006
Várdomb,1501300
Várfölde,1314046
Várgesztes,1027811
Várkesző,1078594
Várong,1503179
Városföld,1130358
Városlőd,1078515
Várpalota,1078609
Várvölgy,1360480
Vászoly,1078507
Vásárosbéc,575197
Vásárosdombó,575351
Vásárosfalu,1483305
Vásárosmiske,1131350
Vásárosnamény,1456924
Vát,1131662
Vázsnok,575192
Vécs,1417302
Végegyháza,1026142
Vékény,575236
Véménd,575381
Vének,1440626
Vép,1131686
Vértesacsa,1370217
Vértesboglár,1321965
Vérteskethely,1027777
Vértessomló,1027796
Vértesszőlős,1027824
Vértestolna,1027782
Vése,1368057
Vésztő,1026184
Vízvár,1368089
Vöckönd,1359849
Völcsej,1458344
Vönöck,1132224
Vörs,1368018
Vöröstó,1078522
Zabar,1372105
Zagyvarékas,1315886
Zagyvaszántó,1372510
Zajk,1320803
Zajta,1452473
Zala,1367980
Zalaapáti,1360532
Zalabaksa,1356877
Zalaboldogfa,1357106
Zalabér,1359795
Zalacsány,1359596
Zalacséb,1357100
Zalaegerszeg,1357195
Zalaerdőd,1078651
Zalagyömörő,1078548
Zalahaláp,1078521
Zalaháshágy,1357107
Zalaigrice,1358258
Zalaistvánd,1359702
Zalakaros,1599287
Zalakomár,1600739
Zalaköveskút,1360482
Zalalövő,1283485
Zalameggyes,1078539
Zalamerenye,1358087
Zalaszabar,1358084
Zalaszegvár,1078604
Zalaszentbalázs,1320807
Zalaszentgrót,1359709
Zalaszentgyörgy,1357105
Zalaszentiván,1357201
Zalaszentjakab,1360008
Zalaszentlászló,1359711
Zalaszentlőrinc,1357193
Zalaszentmihály,1358266
Zalaszentmárton,1358265
Zalaszombatfa,1312666
Zalaszántó,1417125
Zalasárszeg,1359974
Zalatárnok,1356909
Zalavár,1360530
Zalavég,1359786
Zalaújlak,1358072
Zalkod,1453506
Zaláta,575254
Zamárdi,1368080
Zaránk,1323521
Zebecke,1356974
Zebegény,1370260
Zemplénagárd,1317350
Zengővárkony,575377
Zichyújfalu,1361451
Zics,1367989
Ziliz,1317771
Zimány,1367947
Zirc,1078490
Zomba,1501372
Zsadány,1026207
Zsana,1130411
Zsarolyán,1452486
Zsebeháza,1483292
Zselickisfalud,1367863
Zselickislak,1368075
Zselicszentpál,1367927
Zsennye,1131680
Zsira,1458350
Zsombó,1025102
Zsujta,1280977
Zsurk,1456918
Zsáka,1444179
Zsámbok,1379826
Zsámbék,215934
Zsédeny,1131356
Zubogy,1418046
Zádor,575109
Zádorfalva,1418043
Záhony,1456916
Zákány,1367965
Zákányfalu,1368076
Zákányszék,1025043
Zámoly,1321962
Zánka,1078485
Závod,1501369
Zók,575206
Ábrahámhegy,1078516
Ács,1027798
Ácsteszér,1027789
Ádánd,1367959
Ág,575221
Ágasegyháza,1130325
Ágfalva,1491394
Álmosd,1452163
Áporka,222345
Ároktő,1418303
Árpádhalom,1025092
Árpás,1440730
Ártánd,1444152
Ásotthalom,1025048
Ásványráró,1492796
Ászár,1027831
Áta,575122
Átány,1323524
Écs,1440712
Égerszög,1317768
Érd,112435
Érpatak,1447641
Érsekcsanád,1130367
Érsekhalma,1130350
Érsekvadkert,1370300
Értény,1503178
Óbarok,1370218
Óbudavár,1078648
Óbánya,575205
Ócsa,214784
Ócsárd,575230
Ófalu,575246
Ófehértó,1447643
Óföldeák,1025113
Óhíd,1359790
Ólmod,1131561
Ónod,1440862
Ópusztaszer,1025114
Ópályi,1452151
Ózd,1428610
Ózdfalu,575262
Öcs,1078509
Öcsöd,1319849
Ököritófülpös,1452463
Ölbő,1131481
Ömböly,1452156
Öregcsertő,1130436
Öreglak,1367934
Örkény,1356711
Örményes,1325335
Örménykút,1026217
Örvényes,1078429
Öskü,1078464
Öttevény,1492790
Öttömös,1025081
Ötvöskónyi,1367930
Újbarok,1370216
Újcsanálos,1439564
Újdombrád,1453504
Újfehértó,1447637
Újhartyán,1356706
Újireg,1503177
Újiráz,1413580
Újkenéz,1453879
Újkér,1430604
Újkígyós,1026210
Újlengyel,1323258
Újléta,1443913
Újlőrincfalva,1325130
Újpetre,575295
Újrónafő,1491425
Újsolt,1130337
Újszalonta,1026160
Újszentiván,1025063
Újszentmargita,1431871
Újszilvás,1323405
Újszász,1323403
Újtelek,1130344
Újtikos,1431903
Újudvar,1358075
Újvárfalva,1368087
Úny,1027787
Úrhida,1361435
Úri,1330553
Úrkút,1078587
Üllés,1025041
Üllő,1385397
Üröm,215941
Őcsény,1501295
Őr,1452146
Őrbottyán,1390624
Őrhalom,1370313
Őrimagyarósd,1131399
Őriszentpéter,1131459
Őrtilos,1368043
Ősagárd,1373925
Ősi,1078519
